id,user_query,function_name,arguments,generation_round
333,실내에서 해도 미션 같다고 볼 수 있어?,check_mission_equivalency,"{""equivalency_type"": ""place""}",2
334,밖에서 못 하니까 집에서 해도 되냐고!,check_mission_equivalency,"{""equivalency_type"": ""place""}",2
335,공원 대신 집에서 해도 되나?,check_mission_equivalency,"{""equivalency_type"": ""place""}",2
336,여기 집에서 해도 미션 성공할 수 있어요?,check_mission_equivalency,"{""equivalency_type"": ""place""}",2
337,실내에서 하는 것도 마찬가지인가요?,check_mission_equivalency,"{""equivalency_type"": ""place""}",2
338,오늘은 밖에서 못 하는데 집에서 해도 괜찮지?,check_mission_equivalency,"{""equivalency_type"": ""place""}",2
339,미션 집에서도 해도 돼?,check_mission_equivalency,"{""equivalency_type"": ""place""}",2
340,야외 대신 실내에서도 해도 인정되나요?,check_mission_equivalency,"{""equivalency_type"": ""place""}",2
341,오늘은 집에서 할 수 있어요?,check_mission_equivalency,"{""equivalency_type"": ""place""}",2
342,오늘 미션은 아침에 해도 되는 건가요?,check_mission_equivalency,"{""equivalency_type"": ""time""}",0
343,저녁에 운동해도 인정되는지 궁금해요!,check_mission_equivalency,"{""equivalency_type"": ""time""}",0
344,이 미션 저녁에 해도 돼요?,check_mission_equivalency,"{""equivalency_type"": ""time""}",0
345,아침 대신 오후에 해도 괜찮은 거 맞죠?,check_mission_equivalency,"{""equivalency_type"": ""time""}",0
346,미션 시간 변경해도 돼요?,check_mission_equivalency,"{""equivalency_type"": ""time""}",0
347,저녁에 하면 불가능한 거 아니지?,check_mission_equivalency,"{""equivalency_type"": ""time""}",0
348,이거 오늘 저녁에 해도 인정되나요?,check_mission_equivalency,"{""equivalency_type"": ""time""}",0
349,오후에 운동하면 미션 인정돼요?,check_mission_equivalency,"{""equivalency_type"": ""time""}",0
350,미션이 아침에만 가능한 건 아닌가요?,check_mission_equivalency,"{""equivalency_type"": ""time""}",0
351,시간 좀 바꿔도 되는지 알고 싶어요,check_mission_equivalency,"{""equivalency_type"": ""time""}",0
352,미션 시간 바꿔도 괜찮아요?,check_mission_equivalency,"{""equivalency_type"": ""time""}",1
353,저녁에 하면 인정되나요?,check_mission_equivalency,"{""equivalency_type"": ""time""}",1
354,아침에 운동 못 하면 저녁에 해도 돼?,check_mission_equivalency,"{""equivalency_type"": ""time""}",1
355,이거 시간 좀 조정해도 되는 거죠?,check_mission_equivalency,"{""equivalency_type"": ""time""}",1
356,미션이 꼭 아침이 아니어도 되냐고요?,check_mission_equivalency,"{""equivalency_type"": ""time""}",1
357,시간대를 바꿔서 해도 되나 궁금해요,check_mission_equivalency,"{""equivalency_type"": ""time""}",1
358,오후에 운동하면 미션 인정돼?,check_mission_equivalency,"{""equivalency_type"": ""time""}",1
359,이거 시간 바꿔줄 수 있나?,check_mission_equivalency,"{""equivalency_type"": ""time""}",1
360,저녁에 해도 미션 인정해줘요?,check_mission_equivalency,"{""equivalency_type"": ""time""}",1
361,미션 시간 조정해도 되는지 알고 싶어,check_mission_equivalency,"{""equivalency_type"": ""time""}",1
362,미션 시간 바꿔도 되나?,check_mission_equivalency,"{""equivalency_type"": ""time""}",2
363,아침에 하라고 했는데 저녁에 해도 괜찮아요?,check_mission_equivalency,"{""equivalency_type"": ""time""}",2
364,오늘 저녁에 미션 해도 인정돼요?,check_mission_equivalency,"{""equivalency_type"": ""time""}",2
365,이거 시간 좀 조정해줄 수 있어?,check_mission_equivalency,"{""equivalency_type"": ""time""}",2
366,점심 대신 저녁에 해도 되는지 궁금해,check_mission_equivalency,"{""equivalency_type"": ""time""}",2
367,미션 시간 변경 가능해요?,check_mission_equivalency,"{""equivalency_type"": ""time""}",2
368,저녁에 해도 미션으로 인정해주나?,check_mission_equivalency,"{""equivalency_type"": ""time""}",2
369,이번 주 얼마나 했는지 알고 싶어,get_user_history,"{""query_type"": ""weekly_summary""}",0
370,주간 기록 좀 보여줘,get_user_history,"{""query_type"": ""weekly_summary""}",0
371,이번 주 몇 번 했는지 확인해줄래?,get_user_history,"{""query_type"": ""weekly_summary""}",0
372,내가 이번 주에 한 거 정리해줄 수 있어?,get_user_history,"{""query_type"": ""weekly_summary""}",0
373,주간 활동 요약 필요해,get_user_history,"{""query_type"": ""weekly_summary""}",0
374,이번 주 기록 대충이나마 보고 싶어,get_user_history,"{""query_type"": ""weekly_summary""}",0
375,주간 스케줄 어떻게 됐는지 알려줘,get_user_history,"{""query_type"": ""weekly_summary""}",0
376,이번 주에 뭐 했는지 궁금해,get_user_history,"{""query_type"": ""weekly_summary""}",0
377,내 주간 운동 기록 확인해줄 수 있어?,get_user_history,"{""query_type"": ""weekly_summary""}",0
378,이번 주 몇 개 했는지 좀 체크해줘,get_user_history,"{""query_type"": ""weekly_summary""}",0
379,이번 주에 운동 몇 번 했는지 알고 싶어,get_user_history,"{""query_type"": ""weekly_summary""}",1
380,주간 기록 확인해줄 수 있어?,get_user_history,"{""query_type"": ""weekly_summary""}",1
381,이번 주에 내가 뭘 얼마나 했는지 궁금해,get_user_history,"{""query_type"": ""weekly_summary""}",1
382,이주 운동한 거 좀 보여줄 수 있어요?,get_user_history,"{""query_type"": ""weekly_summary""}",1
383,이번 주 몇 번 움직였는지 체크해줘,get_user_history,"{""query_type"": ""weekly_summary""}",1
384,나 이번 주 운동한 거 좀 확인하고 싶어,get_user_history,"{""query_type"": ""weekly_summary""}",1
385,이번 주에 운동 결과가 어떻게 돼?,get_user_history,"{""query_type"": ""weekly_summary""}",1
386,내 주간 운동 내역 좀 알고 싶어,get_user_history,"{""query_type"": ""weekly_summary""}",1
387,이번 주 기록 보고 싶어!,get_user_history,"{""query_type"": ""weekly_summary""}",1
388,이번 주에 몇 개 했는지 궁금하다,get_user_history,"{""query_type"": ""weekly_summary""}",1
389,이번 주 몇 번 했는지 알고 싶어,get_user_history,"{""query_type"": ""weekly_summary""}",2
390,주간 운동 내역 좀 보여줘요!,get_user_history,"{""query_type"": ""weekly_summary""}",2
391,이번 달 기록 볼 수 있어?,get_user_history,"{""query_type"": ""monthly_summary""}",0
392,내가 이달에 몇 번 했는지 궁금해요,get_user_history,"{""query_type"": ""monthly_summary""}",0
393,이번 달 몇 번 했는지 알려줘,get_user_history,"{""query_type"": ""monthly_summary""}",0
394,이번 달 얼마나 했는지 짧게 알려줘,get_user_history,"{""query_type"": ""monthly_summary""}",0
395,이번 달의 내 기록 보여줘,get_user_history,"{""query_type"": ""monthly_summary""}",0
396,이달에 나의 활동 정리 좀 해줘,get_user_history,"{""query_type"": ""monthly_summary""}",0
397,이번 달은 잘했는지 보고 싶어,get_user_history,"{""query_type"": ""monthly_summary""}",0
398,얼마나 했는지 이번 달 통계 좀 부탁해,get_user_history,"{""query_type"": ""monthly_summary""}",0
399,이번 달 얼마나 했는지 궁금해 ㅎㅎ,get_user_history,"{""query_type"": ""monthly_summary""}",0
400,내 월간 기록 좀 확인해줄래?,get_user_history,"{""query_type"": ""monthly_summary""}",0
401,이번 달 몇 번 했는지 알려줘,get_user_history,"{""query_type"": ""monthly_summary""}",1
402,이번 달 기록 좀 체크해줄래?,get_user_history,"{""query_type"": ""monthly_summary""}",1
403,이달에 몇 번 운동했는지 궁금해,get_user_history,"{""query_type"": ""monthly_summary""}",1
404,이번 달 내가 얼마나 했는지 보게!,get_user_history,"{""query_type"": ""monthly_summary""}",1
405,이번 달 통계 좀 볼 수 있어?,get_user_history,"{""query_type"": ""monthly_summary""}",1
406,이번 달에는 얼마나 했는지 알고 싶어,get_user_history,"{""query_type"": ""monthly_summary""}",1
407,내 월간 기록 확인하려고,get_user_history,"{""query_type"": ""monthly_summary""}",1
408,이달 운동한 거 요약해줄 수 있어?,get_user_history,"{""query_type"": ""monthly_summary""}",1
409,이번 달에 내가 한 거 좀 보여줘,get_user_history,"{""query_type"": ""monthly_summary""}",1
410,이달에 내가 얼마나 열심히 했는지 알고 싶어,get_user_history,"{""query_type"": ""monthly_summary""}",1
411,이번 달 운동 기록 좀 알려줘,get_user_history,"{""query_type"": ""monthly_summary""}",2
412,이달에 내가 얼마나 했는지 궁금해,get_user_history,"{""query_type"": ""monthly_summary""}",2
413,이번 달 몇 번 했는지 보고 싶어,get_user_history,"{""query_type"": ""monthly_summary""}",2
414,이번 달에 나의 활동 요약해줄 수 있어?,get_user_history,"{""query_type"": ""monthly_summary""}",2
415,오늘 몇 번 했는지 알려줘,get_user_history,"{""query_type"": ""daily_summary""}",0
416,어제의 기록 좀 봐도 돼?,get_user_history,"{""query_type"": ""daily_summary""}",0
417,오늘 미션 몇 개 했는지 확인해줘,get_user_history,"{""query_type"": ""daily_summary""}",0
418,내가 어제 뭐 했는지 알고 싶어,get_user_history,"{""query_type"": ""daily_summary""}",0
419,어제 기록이 궁금해!,get_user_history,"{""query_type"": ""daily_summary""}",0
420,오늘 활동 요약 좀 해줄래?,get_user_history,"{""query_type"": ""daily_summary""}",0
421,어제 몇 번 운동했는지 보고 싶어,get_user_history,"{""query_type"": ""daily_summary""}",0
422,어제 한 거 정리해줘,get_user_history,"{""query_type"": ""daily_summary""}",0
423,오늘 한 미션 개수 알려줘,get_user_history,"{""query_type"": ""daily_summary""}",0
424,어제 나 기록 어떻게 되었는지 보여줘,get_user_history,"{""query_type"": ""daily_summary""}",0
425,오늘 기록 좀 볼 수 있어?,get_user_history,"{""query_type"": ""daily_summary""}",1
426,어제 내 미션 결과 알려줘,get_user_history,"{""query_type"": ""daily_summary""}",1
427,오늘 한 거 요약해줘,get_user_history,"{""query_type"": ""daily_summary""}",1
428,어제 몇 번 했는지 정리해줘,get_user_history,"{""query_type"": ""daily_summary""}",1
429,오늘 한 활동 체크해줄래?,get_user_history,"{""query_type"": ""daily_summary""}",1
430,어제 기록 어떻게 됐어?,get_user_history,"{""query_type"": ""daily_summary""}",1
431,오늘은 내가 얼마나 했는지 보고 싶어,get_user_history,"{""query_type"": ""daily_summary""}",1
432,어제 나의 미션은 어땠는지 보여줘,get_user_history,"{""query_type"": ""daily_summary""}",1
433,어제 했던 것들은 뭐였지?,get_user_history,"{""query_type"": ""daily_summary""}",1
434,오늘 기록 좀 확인해줄 수 있어?,get_user_history,"{""query_type"": ""daily_summary""}",1
435,오늘 내가 한 거 요약해줘,get_user_history,"{""query_type"": ""daily_summary""}",2
436,어제 나의 활동 좀 보여줘,get_user_history,"{""query_type"": ""daily_summary""}",2
437,오늘 기록이 어떻게 되는지 궁금해,get_user_history,"{""query_type"": ""daily_summary""}",2
438,어제 미션 다 했는지 확인해줘,get_user_history,"{""query_type"": ""daily_summary""}",2
439,내 오늘 활동 내용 알고 싶어,get_user_history,"{""query_type"": ""daily_summary""}",2
440,오늘 몇 번 했었는지 체크해봐,get_user_history,"{""query_type"": ""daily_summary""}",2
441,어제 한 일은 뭐였는지 보고 싶어,get_user_history,"{""query_type"": ""daily_summary""}",2
442,오늘 내가 한 거 정리해줄래?,get_user_history,"{""query_type"": ""daily_summary""}",2
443,어제 기록 좀 확인해줄 수 있어?,get_user_history,"{""query_type"": ""daily_summary""}",2
444,오늘 미션 요약해줘,get_user_history,"{""query_type"": ""daily_summary""}",2
445,오늘 내가 뭘 했는지 알려줘,get_user_history,"{""query_type"": ""daily_summary""}",3
446,어제 내가 한 것 좀 정리해줄래?,get_user_history,"{""query_type"": ""daily_summary""}",3
447,오늘 기록 요약해줄 수 있어?,get_user_history,"{""query_type"": ""daily_summary""}",3
448,어제 미션 결과 확인해줘,get_user_history,"{""query_type"": ""daily_summary""}",3
449,내가 오늘 어떤 거 했는지 체크해줘,get_user_history,"{""query_type"": ""daily_summary""}",3
450,아 잠깐 취소해줘,cancel_mission_action,{},0
451,방금 제출한 거 취소할래요,cancel_mission_action,{},0
452,미션 취소하고 싶어요ㅎㅎ,cancel_mission_action,{},0
453,그거 그냥 패스할게요,cancel_mission_action,{},0
454,아 오늘은 취소해줘요,cancel_mission_action,{},0
455,이번 미션 취소할 수 있어?,cancel_mission_action,{},0
456,오늘 못 해서 그냥 내줘,cancel_mission_action,{},0
457,할 수 없어서 취소요,cancel_mission_action,{},0
458,이번 건 그냥 취소할게요ㅠ,cancel_mission_action,{},0
459,아 잠깐 미션 취소하자,cancel_mission_action,{},0
460,오늘 미션 그냥 취소할게요,cancel_mission_action,{},1
461,아 잠깐 이거 취소해줘요ㅠ,cancel_mission_action,{},1
